teamId,gameId,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor
2354,401552460,"""lycoming-warriors""","""Lycoming""","""Warriors""","""Lycoming""","""LYC""","""Lycoming Warriors""","""Warriors""",15283f,eaa22e
2355,401540499,"""virginia-lynchburg-dragons""","""Virginia Lynchburg""","""Dragons""","""VU of Lynchburg""","""UVAL""","""Virginia Lynchburg Dragons""","""Dragons""",,
2359,401550185,"""macalester-scots""","""Macalester""","""Scots""","""Macalester""","""MAC""","""Macalester Scots""","""Scots""",000000,
2362,401544957,"""manchester-spartans""","""Manchester""","""Spartans""","""Manchester""","""MNCH""","""Manchester Spartans""","""Spartans""",ddac14,000000
2364,401545821,"""minnesota-state-mavericks""","""Minnesota State""","""Mavericks""","""Minnesota St Ma""","""MNST""","""Minnesota State Mavericks""","""Mavericks""",000000,
2368,401540455,"""marist-red-foxes""","""Marist""","""Red Foxes""","""Marist""","""MRST""","""Marist Red Foxes""","""Red Foxes""",e53730,f0f0f0
2369,401544909,"""mars-hill-mountain-lions""","""Mars Hill""","""Mountain Lions""","""Mars Hill""","""MH""","""Mars Hill Mountain Lions""","""Mountain Lions""",004b8d,efc814
2371,401547171,"""mary-hardin-baylor-crusaders""","""Mary Hardin-Baylor""","""Crusaders""","""Mary Hardin-Baylor""","""MAR""","""Mary Hardin-Baylor Crusaders""","""Crusaders""",492f92,fece1c
2373,401549813,"""maryville-college-tn-scots""","""Maryville College (TN)""","""Scots""","""Maryville TN""","""MVTN""","""Maryville College (TN) Scots""","""Scots""",000000,
2377,401540390,"""mcneese-cowboys""","""McNeese""","""Cowboys""","""McNeese""","""MCN""","""McNeese Cowboys""","""Cowboys""",00529C,
2382,401540599,"""mercer-bears""","""Mercer""","""Bears""","""Mercer""","""MER""","""Mercer Bears""","""Bears""",ff7f29,080808
2383,401549732,"""merchant-marine-mariners""","""Merchant Marine""","""Mariners""","""Merchant Marine""","""MER""","""Merchant Marine Mariners""","""Mariners""",000000,
2385,401544892,"""mercyhurst-lakers""","""Mercyhurst""","""Lakers""","""Mercyhurst""","""MERC""","""Mercyhurst Lakers""","""Lakers""",000000,
2390,401525509,"""miami-hurricanes""","""Miami""","""Hurricanes""","""Miami""","""MIA""","""Miami Hurricanes""","""Hurricanes""",004325,f0f0f0
2392,401540787,"""michigan-tech-huskies""","""Michigan Tech""","""Huskies""","""Michigan Tech""","""MTU""","""Michigan Tech Huskies""","""Huskies""",000000,
2393,401520262,"""middle-tennessee-blue-raiders""","""Middle Tennessee""","""Blue Raiders""","""MTSU""","""MTSU""","""Middle Tennessee Blue Raiders""","""Blue Raiders""",006db6,ffffff
2394,401552018,"""middlebury-panthers""","""Middlebury""","""Panthers""","""Middlebury""","""MID""","""Middlebury Panthers""","""Panthers""",365a8a,ffffff
2395,401540983,"""midwestern-state-mustangs""","""Midwestern State""","""Mustangs""","""Midwestern St""","""MID""","""Midwestern State Mustangs""","""Mustangs""",000000,
2396,401547056,"""miles-college-golden-bears""","""Miles College""","""Golden Bears""","""Miles""","""MIL""","""Miles College Golden Bears""","""Golden Bears""",000000,
2398,401550408,"""millsaps-majors""","""Millsaps""","""Majors""","""Millsaps""","""MLSP""","""Millsaps Majors""","""Majors""",000000,
2399,401550203,"""minnesota-morris-cougars""","""Minnesota Morris""","""Cougars""","""Minn Morris""","""MINM""","""Minnesota Morris Cougars""","""Cougars""",8d191b,e19c25
2400,401539995,"""mississippi-valley-state-delta-devils""","""Mississippi Valley State""","""Delta Devils""","""Miss Valley St""","""MVSU""","""Mississippi Valley State Delta Devils""","""Delta Devils""",005328,cf2d34
2401,401541875,"""mississippi-college-choctaws""","""Mississippi College""","""Choctaws""","""Miss. College""","""MIS""","""Mississippi College Choctaws""","""Choctaws""",0c2240,c89700
2402,401540731,"""missouri-st-miners""","""Missouri S&T""","""Miners""","""Missouri S&T""","""MS&T""","""Missouri S&T Miners""","""Miners""",000000,
2403,401541961,"""missouri-southern-state-lions""","""Missouri Southern State""","""Lions""","""MO Southern St""","""MOS""","""Missouri Southern State Lions""","""Lions""",000000,
2405,401540073,"""monmouth-hawks""","""Monmouth""","""Hawks""","""Monmouth""","""MONM""","""Monmouth Hawks""","""Hawks""",051844,
2413,401540529,"""morehead-state-eagles""","""Morehead State""","""Eagles""","""Morehead St""","""MORE""","""Morehead State Eagles""","""Eagles""",094FA3,fed91a
2415,401539980,"""morgan-state-bears""","""Morgan State""","""Bears""","""Morgan St""","""MORG""","""Morgan State Bears""","""Bears""",014786,f47937
2419,401544957,"""mount-st-joseph-lions""","""Mount St. Joseph""","""Lions""","""Mt. St. Joseph""","""MSJ""","""Mount St. Joseph Lions""","""Lions""",002d5d,f5ce3e
2422,401549632,"""muhlenberg-mules""","""Muhlenberg""","""Mules""","""Muhlenberg""","""MUH""","""Muhlenberg Mules""","""Mules""",000000,
2424,401546009,"""new-mexico-highlands-cowboys""","""New Mexico Highlands""","""Cowboys""","""New Mexico Highlands""","""NMH""","""New Mexico Highlands Cowboys""","""Cowboys""",000000,
2426,401531424,"""navy-midshipmen""","""Navy""","""Midshipmen""","""Navy""","""NAVY""","""Navy Midshipmen""","""Midshipmen""",131630,b6a77c
2428,401539995,"""north-carolina-central-eagles""","""North Carolina Central""","""Eagles""","""NC Central""","""NCCU""","""North Carolina Central Eagles""","""Eagles""",880023,c2c3c0
2429,401520251,"""charlotte-49ers""","""Charlotte""","""49ers""","""Charlotte""","""CLT""","""Charlotte 49ers""","""49ers""",ffffff,cfab7a
2433,401531882,"""ul-monroe-warhawks""","""UL Monroe""","""Warhawks""","""UL Monroe""","""ULM""","""UL Monroe Warhawks""","""Warhawks""",231F20,b18445
2438,401541974,"""nebraska-kearney-lopers""","""Nebraska-Kearney""","""Lopers""","""NE-Kearney""","""NK""","""Nebraska-Kearney Lopers""","""Lopers""",000000,
2439,401520273,"""unlv-rebels""","""UNLV""","""Rebels""","""UNLV""","""UNLV""","""UNLV Rebels""","""Rebels""",b10202,ffffff
2440,401531877,"""nevada-wolf-pack""","""Nevada""","""Wolf Pack""","""Nevada""","""NEV""","""Nevada Wolf Pack""","""Wolf Pack""",153E5F,8e9295
2441,401551494,"""new-haven-chargers""","""New Haven""","""Chargers""","""New Haven""","""NH""","""New Haven Chargers""","""Chargers""",000000,
2442,401597649,"""the-college-of-new-jersey-lions""","""The College of New Jersey""","""Lions""","""C of NJ""","""TCNJ""","""The College of New Jersey Lions""","""Lions""",154c7d,fbbc20
2444,401547015,"""newberry-wolves""","""Newberry""","""Wolves""","""Newberry""","""NBR""","""Newberry Wolves""","""Wolves""",d02030,8a8c8f
2447,401531349,"""nicholls-colonels""","""Nicholls""","""Colonels""","""Nicholls""","""NICH""","""Nicholls Colonels""","""Colonels""",C41230,f0f0f0
2448,401539989,"""north-carolina-at-aggies""","""North Carolina A&T""","""Aggies""","""NC A&T""","""NCAT""","""North Carolina A&T Aggies""","""Aggies""",0505aa,004684
2449,401540384,"""north-dakota-state-bison""","""North Dakota State""","""Bison""","""N Dakota St""","""NDSU""","""North Dakota State Bison""","""Bison""",01402A,ffffff
2450,401539988,"""norfolk-state-spartans""","""Norfolk State""","""Spartans""","""Norfolk St""","""NORF""","""Norfolk State Spartans""","""Spartans""",046546,
2453,401540203,"""north-alabama-lions""","""North Alabama""","""Lions""","""North Alabama""","""UNA""","""North Alabama Lions""","""Lions""",000000,
2458,401540252,"""northern-colorado-bears""","""Northern Colorado""","""Bears""","""N Colorado""","""UNCO""","""Northern Colorado Bears""","""Bears""",13558D,ffc533
2459,401531338,"""northern-illinois-huskies""","""Northern Illinois""","""Huskies""","""N Illinois""","""NIU""","""Northern Illinois Huskies""","""Huskies""",F1122C,cc0000
2460,401540407,"""northern-iowa-panthers""","""Northern Iowa""","""Panthers""","""Northern Iowa""","""UNI""","""Northern Iowa Panthers""","""Panthers""",473282,ffffff
2464,401540260,"""northern-arizona-lumberjacks""","""Northern Arizona""","""Lumberjacks""","""N Arizona""","""NAU""","""Northern Arizona Lumberjacks""","""Lumberjacks""",003976,1b3069
2466,401540430,"""northwestern-state-demons""","""Northwestern State""","""Demons""","""N'Western St""","""NWST""","""Northwestern State Demons""","""Demons""",492F91,ed6118
2467,401550021,"""norwich-cadets""","""Norwich""","""Cadets""","""Norwich""","""NOR""","""Norwich Cadets""","""Cadets""",000000,
2477,401541829,"""ohio-dominican-panthers""","""Ohio Dominican""","""Panthers""","""Ohio Dominican""","""OHDM""","""Ohio Dominican Panthers""","""Panthers""",000000,
2483,401524015,"""oregon-ducks""","""Oregon""","""Ducks""","""Oregon""","""ORE""","""Oregon Ducks""","""Ducks""",007030,fee11a
2486,401544089,"""pacific-lutheran-lutes""","""Pacific Lutheran""","""Lutes""","""Pacific LutH""","""PL""","""Pacific Lutheran Lutes""","""Lutes""",ffc423,000000
2487,401552868,"""pace-university-setters""","""Pace University""","""Setters""","""Pace""","""PAC""","""Pace University Setters""","""Setters""",000000,
2502,401540227,"""portland-state-vikings""","""Portland State""","""Vikings""","""Portland St""","""PRST""","""Portland State Vikings""","""Vikings""",00311e,ebebeb
2504,401540126,"""prairie-view-am-panthers""","""Prairie View A&M""","""Panthers""","""Prairie View""","""PV""","""Prairie View A&M Panthers""","""Panthers""",4d0960,
2506,401540555,"""presbyterian-blue-hose""","""Presbyterian""","""Blue Hose""","""Presbyterian""","""PRES""","""Presbyterian Blue Hose""","""Blue Hose""",194896,990134
2508,401568380,"""puget-sound-loggers""","""Puget Sound""","""Loggers""","""Puget Sound""","""PUG""","""Puget Sound Loggers""","""Loggers""",680001,ffffff
2509,401520266,"""purdue-boilermakers""","""Purdue""","""Boilermakers""","""Purdue""","""PUR""","""Purdue Boilermakers""","""Boilermakers""",000000,cfb991
2516,401541113,"""randolph-macon-yellow-jackets""","""Randolph-Macon""","""Yellow Jackets""","""Randolph-Macon""","""RAN""","""Randolph-Macon Yellow Jackets""","""Yellow Jackets""",fcdf12,000000
2519,401550349,"""rhodes-college-lynx""","""Rhodes College""","""Lynx""","""Rhodes College""","""RHO""","""Rhodes College Lynx""","""Lynx""",000000,
2523,401540499,"""robert-morris-colonials""","""Robert Morris""","""Colonials""","""Robert Morris""","""RMU""","""Robert Morris Colonials""","""Colonials""",00214D,a21d2b
2524,401549684,"""rockford-regents""","""Rockford""","""Regents""","""Rockford""","""ROCK""","""Rockford Regents""","""Regents""",5a3f99,c4c6c8
2528,401549618,"""rensselaer-engineers""","""Rensselaer""","""Engineers""","""Rensselaer""","""RPI""","""Rensselaer Engineers""","""Engineers""",000000,
2529,401540029,"""sacred-heart-pioneers""","""Sacred Heart""","""Pioneers""","""Sacred Heart""","""SHU""","""Sacred Heart Pioneers""","""Pioneers""",a40012,c29472
2532,401549745,"""salisbury-university-sea-gulls""","""Salisbury University""","""Sea Gulls""","""Salisbury""","""SAL""","""Salisbury University Sea Gulls""","""Sea Gulls""",8b0e04,fdb913
2534,401520254,"""sam-houston-bearkats""","""Sam Houston""","""Bearkats""","""Sam Houston""","""SHSU""","""Sam Houston Bearkats""","""Bearkats""",fe5000,000000
2535,401540583,"""samford-bulldogs""","""Samford""","""Bulldogs""","""Samford""","""SAM""","""Samford Bulldogs""","""Bulldogs""",005485,bc0023
2542,401547041,"""savannah-state-tigers""","""Savannah State""","""Tigers""","""Savannah State""","""SAV""","""Savannah State Tigers""","""Tigers""",280298,f78f1e
2545,401540356,"""se-louisiana-lions""","""SE Louisiana""","""Lions""","""SE Louisiana""","""SELA""","""SE Louisiana Lions""","""Lions""",215732,ffc72c
2546,401540193,"""southeast-missouri-state-redhawks""","""Southeast Missouri State""","""Redhawks""","""SE Missouri""","""SEMO""","""Southeast Missouri State Redhawks""","""Redhawks""",cc0000,080808
2551,401540694,"""shaw-bears""","""Shaw""","""Bears""","""Shaw""","""SHAW""","""Shaw Bears""","""Bears""",000000,
2553,401550409,"""sewanee-tigers""","""Sewanee""","""Tigers""","""Sewanee""","""SEW""","""Sewanee Tigers""","""Tigers""",000000,
2557,401541104,"""coast-guard-bears""","""Coast Guard""","""Bears""","""Coast Guard""","""CGA""","""Coast Guard Bears""","""Bears""",000000,
2559,401541004,"""shippensburg-raiders""","""Shippensburg""","""Raiders""","""Shippensburg""","""SHIP""","""Shippensburg Raiders""","""Raiders""",000000,
2560,401541848,"""shorter-hawks""","""Shorter""","""Hawks""","""Shorter""","""SHOR""","""Shorter Hawks""","""Hawks""",000000,
2564,401547131,"""simpson-college-ia-storm""","""Simpson College (IA)""","""Storm""","""Simpson IA""","""SCIA""","""Simpson College (IA) Storm""","""Storm""",b20838,f0b310
2567,401525849,"""smu-mustangs""","""SMU""","""Mustangs""","""SMU""","""SMU""","""SMU Mustangs""","""Mustangs""",E32F38,ecdcb9
2568,401540720,"""southern-arkansas-muleriders""","""Southern Arkansas""","""Muleriders""","""S Arkansas""","""SA""","""Southern Arkansas Muleriders""","""Muleriders""",000000,
2569,401540000,"""south-carolina-state-bulldogs""","""South Carolina State""","""Bulldogs""","""SC State""","""SCST""","""South Carolina State Bulldogs""","""Bulldogs""",7d1315,104897
2570,401545995,"""colorado-state-pueblo-thunderwolves""","""Colorado State-Pueblo""","""Thunderwolves""","""CO St Pueb""","""COLP""","""Colorado State-Pueblo Thunderwolves""","""Thunderwolves""",000000,
2571,401540370,"""south-dakota-state-jackrabbits""","""South Dakota State""","""Jackrabbits""","""S Dakota St""","""SDST""","""South Dakota State Jackrabbits""","""Jackrabbits""",0033a0,ffd100
2572,401531874,"""southern-miss-golden-eagles""","""Southern Miss""","""Golden Eagles""","""Southern Miss""","""USM""","""Southern Miss Golden Eagles""","""Golden Eagles""",FFAA3C,ffc423
2579,401520267,"""south-carolina-gamecocks""","""South Carolina""","""Gamecocks""","""South Carolina""","""SC""","""South Carolina Gamecocks""","""Gamecocks""",73000a,ffffff
2582,401540135,"""southern-jaguars""","""Southern""","""Jaguars""","""Southern""","""SOU""","""Southern Jaguars""","""Jaguars""",004B97,ffc82d
2583,401549700,"""southern-connecticut-state-owls""","""Southern Connecticut State""","""Owls""","""S Conn St""","""SCSU""","""Southern Connecticut State Owls""","""Owls""",000000,
2584,401553005,"""southern-oregon-raiders""","""Southern Oregon""","""Raiders""","""So Oregon""","""SOU""","""Southern Oregon Raiders""","""Raiders""",,
2586,401540214,"""southwest-baptist-bearcats""","""Southwest Baptist""","""Bearcats""","""SW Baptist""","""SWB""","""Southwest Baptist Bearcats""","""Bearcats""",000000,
2587,401545829,"""southwest-minnesota-state-mustangs""","""Southwest Minnesota State""","""Mustangs""","""SW Minn State""","""SWMN""","""Southwest Minnesota State Mustangs""","""Mustangs""",000000,
2588,401549761,"""southwestern-university-pirates""","""Southwestern University""","""Pirates""","""Southwestern U""","""SU""","""Southwestern University Pirates""","""Pirates""",000000,ffcd00
2598,401540029,"""st-francis-pa-red-flash""","""St. Francis (PA)""","""Red Flash""","""St Francis PA""","""SFPA""","""St. Francis (PA) Red Flash""","""Red Flash""",a20012,
2600,401550162,"""saint-johns-mn-johnnies""","""Saint John's (MN)""","""Johnnies""","""St John's (MN)""","""SJMN""","""Saint John's (MN) Johnnies""","""Johnnies""",ce153e,7baed5
2614,401544118,"""saint-vincent-bearcats""","""Saint Vincent""","""Bearcats""","""Saint Vincent""","""STVN""","""Saint Vincent Bearcats""","""Bearcats""",000000,
2615,401553974,"""st-xavier-il-cougars""","""St. Xavier (IL)""","""Cougars""","""St. Xavier (IL)""","""ST""","""St. Xavier (IL) Cougars""","""Cougars""",000000,
2617,401540175,"""stephen-f-austin-lumberjacks""","""Stephen F. Austin""","""Lumberjacks""","""SF Austin""","""SFA""","""Stephen F. Austin Lumberjacks""","""Lumberjacks""",393996,bec0c2
2619,401540573,"""stony-brook-seawolves""","""Stony Brook""","""Seawolves""","""Stony Brook""","""STBK""","""Stony Brook Seawolves""","""Seawolves""",990000,
2623,401540222,"""missouri-state-bears""","""Missouri State""","""Bears""","""Missouri St""","""MOST""","""Missouri State Bears""","""Bears""",5F0000,e8e8e8
2627,401540214,"""tarleton-state-texans""","""Tarleton State""","""Texans""","""Tarleton St""","""TAR""","""Tarleton State Texans""","""Texans""",000000,
2628,401525849,"""tcu-horned-frogs""","""TCU""","""Horned Frogs""","""TCU""","""TCU""","""TCU Horned Frogs""","""Horned Frogs""",4d1979,f1f2f3
2630,401540203,"""ut-martin-skyhawks""","""UT Martin""","""Skyhawks""","""UT Martin""","""UTM""","""UT Martin Skyhawks""","""Skyhawks""",FF6700,102a5c
2633,401520269,"""tennessee-volunteers""","""Tennessee""","""Volunteers""","""Tennessee""","""TENN""","""Tennessee Volunteers""","""Volunteers""",ff8200,58595b
2634,401540542,"""tennessee-state-tigers""","""Tennessee State""","""Tigers""","""Tennessee St""","""TNST""","""Tennessee State Tigers""","""Tigers""",171796,f0f0f0
2635,401540535,"""tennessee-tech-golden-eagles""","""Tennessee Tech""","""Golden Eagles""","""Tennessee Tech""","""TNTC""","""Tennessee Tech Golden Eagles""","""Golden Eagles""",5A4099,ffde00
2636,401520269,"""utsa-roadrunners""","""UTSA""","""Roadrunners""","""UTSA""","""UTSA""","""UTSA Roadrunners""","""Roadrunners""",002A5C,f47321
2638,401520273,"""utep-miners""","""UTEP""","""Miners""","""UTEP""","""UTEP""","""UTEP Miners""","""Miners""",ff8200,041e42
2639,401541046,"""texas-lutheran-bulldogs""","""Texas Lutheran""","""Bulldogs""","""Texas Lutheran""","""TXL""","""Texas Lutheran Bulldogs""","""Bulldogs""",fdbe10,000000
2640,401540157,"""texas-southern-tigers""","""Texas Southern""","""Tigers""","""Texas Southern""","""TXSO""","""Texas Southern Tigers""","""Tigers""",6A0403,ebebeb
2641,401525850,"""texas-tech-red-raiders""","""Texas Tech""","""Red Raiders""","""Texas Tech""","""TTU""","""Texas Tech Red Raiders""","""Red Raiders""",000000,da291c
2643,401540000,"""the-citadel-bulldogs""","""The Citadel""","""Bulldogs""","""The Citadel""","""CIT""","""The Citadel Bulldogs""","""Bulldogs""",002b5c,f0f0f0
2644,401544128,"""thiel-tomcats""","""Thiel""","""Tomcats""","""Thiel""","""THL""","""Thiel Tomcats""","""Tomcats""",000000,
2646,401541834,"""thomas-more-college-saints""","""Thomas More College""","""Saints""","""Thmas More""","""THO""","""Thomas More College Saints""","""Saints""",000000,
2649,401532406,"""toledo-rockets""","""Toledo""","""Rockets""","""Toledo""","""TOL""","""Toledo Rockets""","""Rockets""",ffffff,ffd51d
2651,401550092,"""trine-university-thunder""","""Trine University""","""Thunder""","""Trine""","""TRI""","""Trine University Thunder""","""Thunder""",000000,
2653,401520271,"""troy-trojans""","""Troy""","""Trojans""","""Troy""","""TROY""","""Troy Trojans""","""Trojans""",AE0210,88898c
2654,401540740,"""truman-state-bulldogs""","""Truman State""","""Bulldogs""","""Truman State""","""TRUM""","""Truman State Bulldogs""","""Bulldogs""",000000,
2655,401531349,"""tulane-green-wave""","""Tulane""","""Green Wave""","""Tulane""","""TULN""","""Tulane Green Wave""","""Green Wave""",006547,468ac9
2657,401544928,"""tuskegee-golden-tigers""","""Tuskegee""","""Golden Tigers""","""Tuskegee""","""TUSK""","""Tuskegee Golden Tigers""","""Golden Tigers""",000000,
2658,401541900,"""texas-am-kingsville-javelinas""","""Texas A&M-Kingsville""","""Javelinas""","""TX A&M-Kings""","""TXKI""","""Texas A&M-Kingsville Javelinas""","""Javelinas""",000000,
2667,401549632,"""ursinus-bears""","""Ursinus""","""Bears""","""Ursinus""","""URS""","""Ursinus Bears""","""Bears""",98012e,fcb034
2673,401541867,"""valdosta-state-blazers""","""Valdosta State""","""Blazers""","""Valdosta State""","""VAL""","""Valdosta State Blazers""","""Blazers""",dd1a32,000000
2674,401540455,"""valparaiso-beacons""","""Valparaiso""","""Beacons""","""Valparaiso""","""VAL""","""Valparaiso Beacons""","""Beacons""",794500,
2676,401540670,"""virginia-union-panthers""","""Virginia Union""","""Panthers""","""Virginia Union""","""VU""","""Virginia Union Panthers""","""Panthers""",000000,
2678,401540622,"""vmi-keydets""","""VMI""","""Keydets""","""VMI""","""VMI""","""VMI Keydets""","""Keydets""",E52D37,eec52b
2681,401540045,"""wagner-seahawks""","""Wagner""","""Seahawks""","""Wagner""","""WAG""","""Wagner Seahawks""","""Seahawks""",00483A,ffffff
2682,401541834,"""walsh-cavaliers""","""Walsh""","""Cavaliers""","""Walsh""","""WAL""","""Walsh Cavaliers""","""Cavaliers""",000000,
2685,401547131,"""wartburg-college-knights""","""Wartburg College""","""Knights""","""Wartburg""","""WAR""","""Wartburg College Knights""","""Knights""",f5822b,000000
2686,401544128,"""washington-jefferson-presidents""","""Washington & Jefferson""","""Presidents""","""Wash & Jeff""","""WJC""","""Washington & Jefferson Presidents""","""Presidents""",000000,
2687,401541931,"""washburn-ichabods""","""Washburn""","""Ichabods""","""Washburn""","""WASH""","""Washburn Ichabods""","""Ichabods""",000000,
2688,401550024,"""washington-and-lee-generals""","""Washington and Lee""","""Generals""","""Wash and Lee""","""WLEE""","""Washington and Lee Generals""","""Generals""",000399,d8d8d8
2692,401540268,"""weber-state-wildcats""","""Weber State""","""Wildcats""","""Weber St""","""WEB""","""Weber State Wildcats""","""Wildcats""",18005a,ebebeb
2695,401541875,"""west-alabama-tigers""","""West Alabama""","""Tigers""","""West Alabama""","""WES""","""West Alabama Tigers""","""Tigers""",d31d33,ffffff
2698,401541878,"""west-georgia-wolves""","""West Georgia""","""Wolves""","""West Georgia""","""WES""","""West Georgia Wolves""","""Wolves""",0033a1,db1a21
2699,401540993,"""west-liberty-hilltoppers""","""West Liberty""","""Hilltoppers""","""West Liberty""","""WLIB""","""West Liberty Hilltoppers""","""Hilltoppers""",000000,
2700,401552994,"""mcdaniel-college-green-terror""","""McDaniel College""","""Green Terror""","""McDaniel ""","""MCD""","""McDaniel College Green Terror""","""Green Terror""",00674d,f5cc2e
2701,401550876,"""montana-western-bulldogs""","""Montana-Western""","""Bulldogs""","""Montana-Western""","""MTW""","""Montana-Western Bulldogs""","""Bulldogs""",000000,
2702,401549820,"""western-new-england-golden-bears""","""Western New England""","""Golden Bears""","""Western NE""","""WNE""","""Western New England Golden Bears""","""Golden Bears""",000000,
2703,401541892,"""western-new-mexico-mustangs""","""Western New Mexico""","""Mustangs""","""W New Mexico""","""WES""","""Western New Mexico Mustangs""","""Mustangs""",000000,
2704,401541907,"""west-texas-am-buffaloes""","""West Texas A&M""","""Buffaloes""","""West Texas A&M""","""WTAM""","""West Texas A&M Buffaloes""","""Buffaloes""",000000,
2707,401545754,"""west-virginia-state-yellow-jackets""","""West Virginia State""","""Yellow Jackets""","""W Virginia St""","""WVST""","""West Virginia State Yellow Jackets""","""Yellow Jackets""",000000,
2710,401540207,"""western-illinois-leathernecks""","""Western Illinois""","""Leathernecks""","""W Illinois""","""WIU""","""Western Illinois Leathernecks""","""Leathernecks""",4e1e8a,ffc90a
2711,401532406,"""western-michigan-broncos""","""Western Michigan""","""Broncos""","""W Michigan""","""WMU""","""Western Michigan Broncos""","""Broncos""",532e1f,8b7f79
2714,401545982,"""western-colorado-mountaineers""","""Western Colorado""","""Mountaineers""","""West Colorado""","""WCOL""","""Western Colorado Mountaineers""","""Mountaineers""",000000,
2717,401540472,"""western-carolina-catamounts""","""Western Carolina""","""Catamounts""","""W Carolina""","""WCU""","""Western Carolina Catamounts""","""Catamounts""",492F91,bf9e70
2721,401544089,"""whitworth-pirates""","""Whitworth""","""Pirates""","""Whitworth""","""WHIT""","""Whitworth Pirates""","""Pirates""",930036,000000
2723,401550421,"""wisconsin-river-falls-falcons""","""Wisconsin-River Falls""","""Falcons""","""Wis RF""","""WIS""","""Wisconsin-River Falls Falcons""","""Falcons""",000000,
2725,401553855,"""widener-university-pride""","""Widener University""","""Pride""","""Widener""","""WID""","""Widener University Pride""","""Pride""",0056ba,fdc743
2729,401540489,"""william-mary-tribe""","""William & Mary""","""Tribe""","""William & Mary""","""W&M""","""William & Mary Tribe""","""Tribe""",103217,f6b220
2731,401549714,"""williams-ephs""","""Williams""","""Ephs""","""Williams""","""WILL""","""Williams Ephs""","""Ephs""",500082,ffbe0a
2733,401544993,"""wilmington-oh-fightin-quakers""","""Wilmington (OH)""","""Fightin' Quakers""","""Wilmington OH""","""WILM""","""Wilmington (OH) Fightin' Quakers""","""Fightin' Quakers""",000000,
2736,401541887,"""winston-salem-rams""","""Winston-Salem""","""Rams""","""Winston-Salem""","""WNSL""","""Winston-Salem Rams""","""Rams""",bb0100,
2738,401549778,"""wisconsin-eau-claire-blugolds""","""Wisconsin-Eau Claire""","""Blugolds""","""Wis EC""","""WIS""","""Wisconsin-Eau Claire Blugolds""","""Blugolds""",000000,
2740,401550416,"""wisconsin-la-crosse-eagles""","""Wisconsin-La Crosse""","""Eagles""","""Wis LC""","""WIS""","""Wisconsin-La Crosse Eagles""","""Eagles""",000000,
2741,401550232,"""wisconsin-lutheran-warriors""","""Wisconsin Lutheran""","""Warriors""","""Wis Luthrn""","""WIS""","""Wisconsin Lutheran Warriors""","""Warriors""",006241,000000
2743,401550140,"""wisconsin-stevens-point-pointers""","""Wisconsin-Stevens Point""","""Pointers""","""Wis Stevns""","""WIS""","""Wisconsin-Stevens Point Pointers""","""Pointers""",000000,
2744,401550416,"""wisconsin-stout-blue-devils""","""Wisconsin-Stout""","""Blue Devils""","""Wis Stout""","""WIS""","""Wisconsin-Stout Blue Devils""","""Blue Devils""",000000,
2745,401541132,"""wisconsin-whitewater-warhawks""","""Wisconsin-Whitewater""","""Warhawks""","""Wis Whtwtr""","""UWWH""","""Wisconsin-Whitewater Warhawks""","""Warhawks""",000000,
2746,401550291,"""wittenberg-tigers""","""Wittenberg""","""Tigers""","""Wittenberg""","""WIT""","""Wittenberg Tigers""","""Tigers""",000000,
2747,401540622,"""wofford-terriers""","""Wofford""","""Terriers""","""Wofford""","""WOF""","""Wofford Terriers""","""Terriers""",533B23,f0f0f0
2748,401541095,"""wooster-fighting-scots""","""Wooster""","""Fighting Scots""","""Wooster""","""WOO""","""Wooster Fighting Scots""","""Fighting Scots""",000000,
2749,401550021,"""wpi-engineers""","""WPI""","""Engineers""","""WPI""","""WPI""","""WPI Engineers""","""Engineers""",000000,
2751,401531870,"""wyoming-cowboys""","""Wyoming""","""Cowboys""","""Wyoming""","""WYO""","""Wyoming Cowboys""","""Cowboys""",533B22,ffffff
2754,401540407,"""youngstown-state-penguins""","""Youngstown State""","""Penguins""","""Youngstown St""","""YSU""","""Youngstown State Penguins""","""Penguins""",E51936,690717
2755,401540157,"""grambling-tigers""","""Grambling""","""Tigers""","""Grambling""","""GRAM""","""Grambling Tigers""","""Tigers""",ee8601,ffd10a
2757,401544136,"""berry-college-vikings""","""Berry College""","""Vikings""","""Berry""","""BER""","""Berry College Vikings""","""Vikings""",,
2758,401547143,"""howard-payne-yellow-jackets""","""Howard Payne""","""Yellow Jackets""","""Howard Payne""","""HOWP""","""Howard Payne Yellow Jackets""","""Yellow Jackets""",02215b,b5985b
2771,401540045,"""merrimack-warriors""","""Merrimack""","""Warriors""","""Merrimack""","""MRMK""","""Merrimack Warriors""","""Warriors""",000000,
2776,401549739,"""salve-regina-seahawks""","""Salve Regina""","""Seahawks""","""Salve Regina""","""SAL""","""Salve Regina Seahawks""","""Seahawks""",000000,
2779,401549625,"""st-lawrence-saints""","""St. Lawrence""","""Saints""","""St Lawrence""","""USL""","""St. Lawrence Saints""","""Saints""",000000,
2781,401552460,"""brockport-golden-eagles""","""Brockport""","""Golden Eagles""","""Brockport""","""THE""","""Brockport Golden Eagles""","""Golden Eagles""",000000,
2782,401541057,"""suny-cortland-red-dragons""","""SUNY Cortland""","""Red Dragons""","""Cortland""","""COR""","""SUNY Cortland Red Dragons""","""Red Dragons""",000000,
