gameId,homeTeamId,homeTeamName ,awayTeamId,awayTeamName,homeTeamScore,awayTeamScore
401540549,,Villanova Wildcats,,Rhode Island Rams,35,9
401545886,,Millersville Marauders,,West Chester Golden Rams,23,14
401540291,,Harvard Crimson,,Brown Bears,34,31
401540549,,Villanova Wildcats,,Rhode Island Rams,35,9
401525507,228,Clemson Tigers,52,Florida State Seminoles,24,31
401540599,,Furman Paladins,,Mercer Bears,38,14
401540384,,North Dakota State Bison,,South Dakota Coyotes,19,24
401520259,142,Missouri Tigers,235,Memphis Tigers,34,27
401540583,,Samford Bulldogs,,Chattanooga Mocs,24,47
401549573,,Union (NY) Dutchmen,,Montclair State Red Hawks,43,7
401520274,238,Vanderbilt Commodores,96,Kentucky Wildcats,28,45
401525844,239,Baylor Bears,251,Texas Longhorns,6,38
401547171,,Mary Hardin-Baylor Crusaders,,McMurry Indians,50,9
401531423,58,South Florida Bulls,242,Rice Owls,42,29
401520270,245,Texas A&M Aggies,2,Auburn Tigers,27,10
401550347,,Shenandoah Hornets,,Juniata Eagles,48,7
401558400,,Delaware Valley Aggies,,Kings College (PA) Monarchs,28,0
